time_step,item_id,item_name,buyer_id,seller_id,deal_made,deal_price,termination_reason,rounds_taken,buyer_value,seller_cost,buyer_surplus,seller_surplus
0,item_000,Widget A,buyer_t0_005,seller_t0_000,True,91.9,accepted,10,97.61,35.96,5.709999999999994,55.940000000000005
0,item_002,Doohickey C,buyer_t0_003,seller_t0_007,True,59.0,accepted,8,72.25,39.73,13.25,19.270000000000003
0,item_002,Doohickey C,buyer_t0_004,seller_t0_001,True,60.15,accepted,4,60.15,37.51,0.0,22.64
0,item_003,Thingamajig D,buyer_t0_001,seller_t0_003,True,53.5,accepted,8,81.21,37.38,27.709999999999994,16.119999999999997
0,item_000,Widget A,buyer_t0_000,seller_t0_004,True,84.0,accepted,6,119.2,73.41,35.2,10.590000000000003
1,item_001,Gadget B,buyer_t1_006,seller_t1_001,True,39.0,accepted,5,63.33,26.72,24.33,12.280000000000001
1,item_000,Widget A,buyer_t1_007,seller_t1_002,True,83.75,accepted,10,103.89,78.84,20.14,4.909999999999997
1,item_004,Gizmo E,buyer_t1_001,seller_t1_003,True,91.8,accepted,10,140.29,59.76,48.489999999999995,32.04
1,item_003,Thingamajig D,buyer_t1_002,seller_t1_005,True,59.0,accepted,10,86.63,30.83,27.629999999999995,28.17
1,item_002,Doohickey C,buyer_t1_005,seller_t1_006,True,61.5,accepted,9,66.69,42.16,5.189999999999998,19.340000000000003
1,item_004,Gizmo E,buyer_t1_003,seller_t1_000,True,92.0,accepted,9,140.38,73.67,48.379999999999995,18.33
2,item_002,Doohickey C,buyer_t2_003,seller_t2_005,True,55.0,accepted,4,85.74,49.79,30.739999999999995,5.210000000000001
2,item_000,Widget A,buyer_t2_004,seller_t2_002,True,91.0,accepted,6,132.63,65.22,41.629999999999995,25.78
2,item_001,Gadget B,buyer_t2_000,seller_t2_000,False,,rejected,7,39.32,13.1,0.0,0.0
2,item_000,Widget A,buyer_t2_001,seller_t2_007,True,91.85,accepted,9,109.83,41.66,17.980000000000004,50.19
2,item_004,Gizmo E,buyer_t2_007,seller_t2_006,False,,timeout,10,154.76,63.83,0.0,0.0
2,item_004,Gizmo E,buyer_t2_002,seller_t2_004,True,96.3,accepted,6,96.36,42.63,0.060000000000002274,53.669999999999995
3,item_004,Gizmo E,buyer_t3_007,seller_t3_003,True,103.25,accepted,8,115.33,52.68,12.079999999999998,50.57
3,item_004,Gizmo E,buyer_t3_001,seller_t3_007,True,91.5,accepted,6,112.57,51.03,21.069999999999993,40.47
3,item_002,Doohickey C,buyer_t3_006,seller_t3_000,True,58.75,accepted,9,97.08,33.41,38.33,25.340000000000003
3,item_000,Widget A,buyer_t3_002,seller_t3_006,False,,rejected,3,84.5,49.32,0.0,0.0
3,item_002,Doohickey C,buyer_t3_004,seller_t3_005,True,58.75,accepted,9,71.02,43.96,12.269999999999996,14.79
3,item_000,Widget A,buyer_t3_000,seller_t3_004,True,86.6,accepted,10,130.51,72.34,43.91,14.259999999999991
4,item_003,Thingamajig D,buyer_t4_002,seller_t4_006,True,61.5,accepted,10,86.68,21.43,25.180000000000007,40.07
4,item_003,Thingamajig D,buyer_t4_006,seller_t4_001,True,59.0,accepted,6,84.89,46.03,25.89,12.969999999999999
4,item_000,Widget A,buyer_t4_001,seller_t4_004,True,86.25,accepted,6,126.16,40.86,39.91,45.39
4,item_000,Widget A,buyer_t4_000,seller_t4_005,False,,rejected,3,84.65,76.76,0.0,0.0
4,item_004,Gizmo E,buyer_t4_005,seller_t4_003,True,91.0,accepted,10,151.53,50.2,60.53,40.8
4,item_001,Gadget B,buyer_t4_007,seller_t4_007,True,39.25,accepted,7,56.87,31.37,17.619999999999997,7.879999999999999
4,item_004,Gizmo E,buyer_t4_003,seller_t4_000,True,93.8,accepted,10,146.66,40.34,52.86,53.459999999999994
