time_step,item_id,item_name,buyer_id,seller_id,deal_made,deal_price,termination_reason,rounds_taken,buyer_value,seller_cost,buyer_surplus,seller_surplus
0,item_004,Gizmo E,buyer_t0_001,seller_t0_006,True,153.5,accepted,8,165.39,76.03,11.889999999999986,77.47
0,item_002,Doohickey C,buyer_t0_005,seller_t0_002,False,,timeout,10,186.95,77.92,0.0,0.0
0,item_000,Widget A,buyer_t0_004,seller_t0_001,False,,timeout,10,179.16,69.88,0.0,0.0
0,item_004,Gizmo E,buyer_t0_007,seller_t0_003,True,112.0,accepted,6,112.09,71.31,0.09000000000000341,40.69
0,item_004,Gizmo E,buyer_t0_003,seller_t0_005,True,119.5,accepted,9,184.72,83.72,65.22,35.78
0,item_004,Gizmo E,buyer_t0_006,seller_t0_004,True,115.0,accepted,5,115.83,75.7,0.8299999999999983,39.3
0,item_002,Doohickey C,buyer_t0_002,seller_t0_000,True,107.5,accepted,9,133.37,57.23,25.870000000000005,50.27
0,item_002,Doohickey C,buyer_t0_000,seller_t0_007,True,111.5,accepted,10,150.04,65.99,38.53999999999999,45.510000000000005
1,item_004,Gizmo E,buyer_t1_001,seller_t1_006,True,129.0,accepted,6,163.71,63.43,34.71000000000001,65.57
1,item_002,Doohickey C,buyer_t1_006,seller_t1_005,True,111.25,accepted,9,182.53,60.23,71.28,51.02
1,item_003,Thingamajig D,buyer_t1_005,seller_t1_004,True,98.0,accepted,7,150.07,69.01,52.06999999999999,28.989999999999995
1,item_000,Widget A,buyer_t1_007,seller_t1_003,False,,timeout,10,177.68,52.95,0.0,0.0
1,item_001,Gadget B,buyer_t1_003,seller_t1_007,True,86.5,accepted,6,143.78,71.43,57.28,15.069999999999993
1,item_002,Doohickey C,buyer_t1_004,seller_t1_000,False,,rejected,5,113.15,65.11,0.0,0.0
1,item_002,Doohickey C,buyer_t1_000,seller_t1_001,True,119.0,accepted,6,119.78,41.42,0.7800000000000011,77.58
1,item_003,Thingamajig D,buyer_t1_002,seller_t1_002,False,,timeout,10,160.11,49.81,0.0,0.0
2,item_003,Thingamajig D,buyer_t2_007,seller_t2_001,True,101.5,accepted,6,139.55,84.13,38.05000000000001,17.370000000000005
2,item_000,Widget A,buyer_t2_005,seller_t2_003,True,123.75,accepted,6,123.77,76.53,0.01999999999999602,47.22
2,item_003,Thingamajig D,buyer_t2_002,seller_t2_006,False,,timeout,10,135.48,67.94,0.0,0.0
2,item_003,Thingamajig D,buyer_t2_003,seller_t2_000,True,101.65,accepted,9,177.56,59.13,75.91,42.52
2,item_004,Gizmo E,buyer_t2_006,seller_t2_004,False,,rejected,7,118.6,73.74,0.0,0.0
2,item_001,Gadget B,buyer_t2_001,seller_t2_005,True,91.8,accepted,9,140.71,45.38,48.91000000000001,46.419999999999995
2,item_000,Widget A,buyer_t2_000,seller_t2_007,True,128.0,accepted,10,141.28,59.38,13.280000000000001,68.62
2,item_003,Thingamajig D,buyer_t2_004,seller_t2_002,False,,timeout,10,144.39,53.96,0.0,0.0
3,item_003,Thingamajig D,buyer_t3_003,seller_t3_003,False,,rejected,5,116.99,47.54,0.0,0.0
3,item_001,Gadget B,buyer_t3_004,seller_t3_004,True,90.0,accepted,9,118.17,65.14,28.17,24.86
3,item_000,Widget A,buyer_t3_001,seller_t3_000,True,139.5,accepted,10,170.98,48.9,31.47999999999999,90.6
3,item_004,Gizmo E,buyer_t3_006,seller_t3_007,True,142.0,accepted,4,142.35,47.95,0.3499999999999943,94.05
3,item_002,Doohickey C,buyer_t3_002,seller_t3_001,True,98.0,accepted,5,141.33,81.73,43.33000000000001,16.269999999999996
3,item_000,Widget A,buyer_t3_007,seller_t3_006,True,140.0,accepted,9,178.93,53.66,38.93000000000001,86.34
3,item_000,Widget A,buyer_t3_000,seller_t3_002,False,,rejected,7,117.19,89.5,0.0,0.0
3,item_003,Thingamajig D,buyer_t3_005,seller_t3_005,True,104.0,accepted,5,116.45,64.45,12.450000000000003,39.55
4,item_000,Widget A,buyer_t4_001,seller_t4_007,True,128.2,accepted,6,170.14,65.92,41.94,62.27999999999999
4,item_000,Widget A,buyer_t4_007,seller_t4_006,True,151.5,accepted,8,157.67,43.46,6.1699999999999875,108.03999999999999
4,item_000,Widget A,buyer_t4_002,seller_t4_000,True,143.25,accepted,10,174.94,80.78,31.689999999999998,62.47
4,item_000,Widget A,buyer_t4_004,seller_t4_003,False,,rejected,7,115.72,54.84,0.0,0.0
4,item_000,Widget A,buyer_t4_000,seller_t4_002,True,130.5,accepted,6,170.13,82.04,39.629999999999995,48.459999999999994
4,item_001,Gadget B,buyer_t4_003,seller_t4_005,True,91.5,accepted,6,152.37,49.5,60.870000000000005,42.0
4,item_000,Widget A,buyer_t4_005,seller_t4_004,False,,rejected,7,158.04,48.05,0.0,0.0
4,item_002,Doohickey C,buyer_t4_006,seller_t4_001,True,101.5,accepted,6,174.87,46.66,73.37,54.84
5,item_002,Doohickey C,buyer_t5_007,seller_t5_006,True,111.48,accepted,10,111.48,77.42,0.0,34.06
5,item_002,Doohickey C,buyer_t5_006,seller_t5_000,True,103.0,accepted,5,122.36,61.72,19.36,41.28
5,item_002,Doohickey C,buyer_t5_000,seller_t5_002,False,,timeout,10,162.43,50.29,0.0,0.0
5,item_002,Doohickey C,buyer_t5_004,seller_t5_007,False,,rejected,7,113.4,60.34,0.0,0.0
5,item_000,Widget A,buyer_t5_002,seller_t5_005,False,,timeout,10,167.86,67.78,0.0,0.0
5,item_003,Thingamajig D,buyer_t5_001,seller_t5_003,False,,timeout,10,138.41,88.74,0.0,0.0
5,item_002,Doohickey C,buyer_t5_005,seller_t5_004,True,121.0,accepted,6,184.63,49.64,63.629999999999995,71.36
5,item_000,Widget A,buyer_t5_003,seller_t5_001,False,,rejected,7,130.37,40.31,0.0,0.0
6,item_003,Thingamajig D,buyer_t6_002,seller_t6_003,True,101.5,accepted,6,124.25,53.67,22.75,47.83
6,item_004,Gizmo E,buyer_t6_005,seller_t6_007,True,121.7,accepted,6,147.69,65.37,25.989999999999995,56.33
6,item_003,Thingamajig D,buyer_t6_007,seller_t6_001,True,101.75,accepted,9,165.85,48.68,64.1,53.07
