time_step,item_id,item_name,buyer_id,seller_id,deal_made,deal_price,termination_reason,rounds_taken,buyer_value,seller_cost,buyer_surplus,seller_surplus
0,item_002,Doohickey C,buyer_t0_005,seller_t0_003,True,117.5,accepted,9,163.36,74.85,45.860000000000014,42.650000000000006
0,item_001,Gadget B,buyer_t0_003,seller_t0_004,False,,rejected,7,133.53,57.62,0.0,0.0
0,item_004,Gizmo E,buyer_t0_001,seller_t0_001,True,120.0,accepted,7,120.0,56.19,0.0,63.81
0,item_003,Thingamajig D,buyer_t0_004,seller_t0_006,True,139.5,accepted,10,182.45,83.28,42.94999999999999,56.22
0,item_004,Gizmo E,buyer_t0_002,seller_t0_000,True,145.0,accepted,6,189.24,50.79,44.24000000000001,94.21000000000001
0,item_004,Gizmo E,buyer_t0_007,seller_t0_002,True,114.3,accepted,10,114.31,82.9,0.010000000000005116,31.39999999999999
0,item_002,Doohickey C,buyer_t0_006,seller_t0_005,True,120.0,accepted,6,159.15,58.29,39.150000000000006,61.71
0,item_003,Thingamajig D,buyer_t0_000,seller_t0_007,False,,rejected,7,131.74,89.07,0.0,0.0
1,item_000,Widget A,buyer_t1_002,seller_t1_000,False,,rejected,7,120.03,43.26,0.0,0.0
1,item_003,Thingamajig D,buyer_t1_007,seller_t1_001,True,151.5,accepted,5,152.0,62.57,0.5,88.93
1,item_003,Thingamajig D,buyer_t1_004,seller_t1_003,False,,timeout,10,175.96,80.85,0.0,0.0
1,item_001,Gadget B,buyer_t1_005,seller_t1_002,True,140.0,accepted,5,143.96,85.64,3.960000000000008,54.36
1,item_003,Thingamajig D,buyer_t1_006,seller_t1_004,False,,rejected,3,116.35,87.65,0.0,0.0
1,item_002,Doohickey C,buyer_t1_001,seller_t1_007,True,121.25,accepted,10,161.29,61.43,40.03999999999999,59.82
1,item_003,Thingamajig D,buyer_t1_000,seller_t1_005,True,158.0,accepted,7,159.05,65.74,1.0500000000000114,92.26
1,item_002,Doohickey C,buyer_t1_003,seller_t1_006,True,111.75,accepted,9,161.0,80.18,49.25,31.569999999999993
2,item_000,Widget A,buyer_t2_003,seller_t2_006,False,,rejected,7,141.74,69.03,0.0,0.0
2,item_003,Thingamajig D,buyer_t2_000,seller_t2_001,False,,rejected,7,175.31,52.53,0.0,0.0
2,item_003,Thingamajig D,buyer_t2_001,seller_t2_002,True,141.75,accepted,9,166.96,79.49,25.210000000000008,62.260000000000005
2,item_002,Doohickey C,buyer_t2_006,seller_t2_005,True,127.5,accepted,6,145.09,60.64,17.590000000000003,66.86
2,item_000,Widget A,buyer_t2_007,seller_t2_004,True,128.6,accepted,10,177.15,71.64,48.55000000000001,56.959999999999994
2,item_004,Gizmo E,buyer_t2_005,seller_t2_003,True,128.99,accepted,6,128.99,72.56,0.0,56.43000000000001
2,item_002,Doohickey C,buyer_t2_002,seller_t2_000,True,122.5,accepted,6,183.48,82.98,60.97999999999999,39.519999999999996
2,item_002,Doohickey C,buyer_t2_004,seller_t2_007,True,122.5,accepted,6,152.05,62.81,29.55000000000001,59.69
3,item_004,Gizmo E,buyer_t3_001,seller_t3_002,True,145.25,accepted,4,174.24,51.11,28.99000000000001,94.14
3,item_000,Widget A,buyer_t3_006,seller_t3_004,True,147.5,accepted,5,157.93,64.27,10.430000000000007,83.23
3,item_002,Doohickey C,buyer_t3_004,seller_t3_003,False,,rejected,7,123.88,74.05,0.0,0.0
3,item_003,Thingamajig D,buyer_t3_007,seller_t3_005,True,147.5,accepted,5,148.34,85.47,0.8400000000000034,62.03
