time_step,item_id,item_name,buyer_id,seller_id,deal_made,deal_price,termination_reason,rounds_taken,buyer_value,seller_cost,buyer_surplus,seller_surplus
0,item_004,Gizmo E,buyer_t0_001,seller_t0_006,True,91.25,accepted,10,129.87,79.98,38.620000000000005,11.269999999999996
0,item_002,Doohickey C,buyer_t0_005,seller_t0_002,True,61.5,accepted,10,92.92,44.69,31.42,16.810000000000002
0,item_000,Widget A,buyer_t0_004,seller_t0_001,True,91.75,accepted,9,131.57,72.58,39.81999999999999,19.17
0,item_004,Gizmo E,buyer_t0_007,seller_t0_003,True,99.0,accepted,5,102.22,86.97,3.219999999999999,12.030000000000001
0,item_004,Gizmo E,buyer_t0_003,seller_t0_005,True,91.0,accepted,6,108.15,38.78,17.150000000000006,52.22
0,item_004,Gizmo E,buyer_t0_006,seller_t0_004,True,86.5,accepted,6,129.77,82.58,43.27000000000001,3.9200000000000017
0,item_002,Doohickey C,buyer_t0_002,seller_t0_000,True,55.0,accepted,3,55.14,51.22,0.14000000000000057,3.780000000000001
0,item_002,Doohickey C,buyer_t0_000,seller_t0_007,True,64.75,accepted,6,64.77,40.11,0.01999999999999602,24.64
1,item_004,Gizmo E,buyer_t1_001,seller_t1_006,True,86.5,accepted,6,146.27,75.55,59.77000000000001,10.950000000000003
1,item_002,Doohickey C,buyer_t1_006,seller_t1_005,True,59.5,accepted,6,79.3,33.14,19.799999999999997,26.36
1,item_003,Thingamajig D,buyer_t1_005,seller_t1_004,False,,rejected,9,57.4,38.88,0.0,0.0
1,item_000,Widget A,buyer_t1_007,seller_t1_003,True,88.5,accepted,6,115.27,79.1,26.769999999999996,9.400000000000006
1,item_001,Gadget B,buyer_t1_003,seller_t1_007,False,,rejected,5,41.21,13.16,0.0,0.0
1,item_002,Doohickey C,buyer_t1_004,seller_t1_000,True,61.75,accepted,9,74.62,30.68,12.870000000000005,31.07
1,item_002,Doohickey C,buyer_t1_000,seller_t1_001,True,59.95,accepted,9,72.21,21.77,12.259999999999991,38.18000000000001
1,item_003,Thingamajig D,buyer_t1_002,seller_t1_002,False,,rejected,1,52.03,33.92,0.0,0.0
2,item_003,Thingamajig D,buyer_t2_007,seller_t2_001,True,53.5,accepted,10,82.87,32.63,29.370000000000005,20.869999999999997
2,item_000,Widget A,buyer_t2_005,seller_t2_003,True,91.75,accepted,9,104.65,69.73,12.900000000000006,22.019999999999996
2,item_003,Thingamajig D,buyer_t2_002,seller_t2_006,True,59.5,accepted,5,71.28,27.04,11.780000000000001,32.46
2,item_003,Thingamajig D,buyer_t2_003,seller_t2_000,True,60.09,accepted,6,60.09,43.46,0.0,16.630000000000003
2,item_004,Gizmo E,buyer_t2_006,seller_t2_004,True,91.0,accepted,6,127.09,51.57,36.09,39.43
2,item_001,Gadget B,buyer_t2_001,seller_t2_005,False,,rejected,5,39.1,20.08,0.0,0.0
2,item_000,Widget A,buyer_t2_000,seller_t2_007,True,95.0,accepted,5,95.64,38.0,0.6400000000000006,57.0
2,item_003,Thingamajig D,buyer_t2_004,seller_t2_002,True,54.95,accepted,6,54.97,45.78,0.01999999999999602,9.170000000000002
3,item_003,Thingamajig D,buyer_t3_003,seller_t3_003,True,58.25,accepted,9,77.99,50.31,19.739999999999995,7.939999999999998
3,item_001,Gadget B,buyer_t3_004,seller_t3_004,True,40.0,accepted,5,57.96,21.13,17.96,18.87
3,item_000,Widget A,buyer_t3_001,seller_t3_000,False,,timeout,10,102.99,79.78,0.0,0.0
3,item_004,Gizmo E,buyer_t3_006,seller_t3_007,False,,timeout,10,90.8,38.33,0.0,0.0
3,item_002,Doohickey C,buyer_t3_002,seller_t3_001,True,63.75,accepted,6,91.52,40.36,27.769999999999996,23.39
3,item_000,Widget A,buyer_t3_007,seller_t3_006,True,91.25,accepted,10,130.88,51.51,39.629999999999995,39.74
3,item_000,Widget A,buyer_t3_000,seller_t3_002,True,89.9,accepted,10,97.43,66.81,7.530000000000001,23.090000000000003
3,item_003,Thingamajig D,buyer_t3_005,seller_t3_005,True,58.5,accepted,6,58.57,27.39,0.07000000000000028,31.11
4,item_000,Widget A,buyer_t4_001,seller_t4_007,True,91.25,accepted,10,102.58,71.29,11.329999999999998,19.959999999999994
4,item_000,Widget A,buyer_t4_007,seller_t4_006,False,,timeout,10,124.94,78.06,0.0,0.0
4,item_000,Widget A,buyer_t4_002,seller_t4_000,True,89.9,accepted,10,120.77,39.43,30.86999999999999,50.470000000000006
4,item_000,Widget A,buyer_t4_004,seller_t4_003,True,84.15,accepted,9,129.21,76.23,45.06,7.920000000000002
4,item_000,Widget A,buyer_t4_000,seller_t4_002,True,90.5,accepted,10,90.53,53.19,0.030000000000001137,37.31
4,item_001,Gadget B,buyer_t4_003,seller_t4_005,False,,rejected,7,39.8,14.08,0.0,0.0
4,item_000,Widget A,buyer_t4_005,seller_t4_004,True,85.0,accepted,5,140.47,53.47,55.47,31.53
4,item_002,Doohickey C,buyer_t4_006,seller_t4_001,True,59.0,accepted,5,75.68,46.68,16.680000000000007,12.32
