time_step,item_id,item_name,buyer_id,seller_id,deal_made,deal_price,termination_reason,rounds_taken,buyer_value,seller_cost,buyer_surplus,seller_surplus
0,item_003,Thingamajig D,buyer_t0_004,seller_t0_000,True,86.25,accepted,6,133.87,68.21,47.620000000000005,18.040000000000006
0,item_004,Gizmo E,buyer_t0_006,seller_t0_005,True,110.0,accepted,8,110.07,57.75,0.06999999999999318,52.25
0,item_000,Widget A,buyer_t0_003,seller_t0_001,False,,timeout,10,165.92,59.67,0.0,0.0
0,item_000,Widget A,buyer_t0_007,seller_t0_003,True,92.0,accepted,5,150.31,54.89,58.31,37.11
0,item_003,Thingamajig D,buyer_t0_001,seller_t0_007,True,89.0,accepted,10,134.65,57.53,45.650000000000006,31.47
0,item_003,Thingamajig D,buyer_t0_000,seller_t0_002,False,,rejected,9,92.57,87.75,0.0,0.0
0,item_000,Widget A,buyer_t0_002,seller_t0_004,False,,timeout,10,157.92,57.18,0.0,0.0
0,item_000,Widget A,buyer_t0_005,seller_t0_006,True,90.0,accepted,9,146.08,49.98,56.08000000000001,40.02
1,item_004,Gizmo E,buyer_t1_004,seller_t1_006,True,129.0,accepted,8,129.38,86.9,0.37999999999999545,42.099999999999994
1,item_002,Doohickey C,buyer_t1_006,seller_t1_005,True,92.0,accepted,6,93.83,51.69,1.8299999999999983,40.31
1,item_001,Gadget B,buyer_t1_003,seller_t1_007,True,97.0,accepted,5,101.09,44.04,4.090000000000003,52.96
1,item_000,Widget A,buyer_t1_000,seller_t1_003,True,96.75,accepted,10,143.79,70.09,47.03999999999999,26.659999999999997
1,item_001,Gadget B,buyer_t1_005,seller_t1_001,True,96.0,accepted,6,96.74,86.72,0.7399999999999949,9.280000000000001
1,item_001,Gadget B,buyer_t1_007,seller_t1_000,True,89.5,accepted,6,95.17,46.53,5.670000000000002,42.97
1,item_002,Doohickey C,buyer_t1_001,seller_t1_002,True,115.0,accepted,5,115.02,74.0,0.01999999999999602,41.0
