time_step,item_id,item_name,buyer_id,seller_id,deal_made,deal_price,termination_reason,rounds_taken,buyer_value,seller_cost,buyer_surplus,seller_surplus
0,item_003,Thingamajig D,buyer_t0_004,seller_t0_000,True,46.95,accepted,9,72.53,36.23,25.58,10.720000000000006
0,item_004,Gizmo E,buyer_t0_006,seller_t0_005,True,111.25,accepted,10,172.49,64.9,61.24000000000001,46.349999999999994
0,item_000,Widget A,buyer_t0_003,seller_t0_001,True,39.0,accepted,5,66.65,23.88,27.650000000000006,15.120000000000001
0,item_000,Widget A,buyer_t0_007,seller_t0_003,True,38.5,accepted,10,39.94,37.37,1.4399999999999977,1.1300000000000026
0,item_003,Thingamajig D,buyer_t0_001,seller_t0_007,True,46.85,accepted,9,60.71,21.93,13.86,24.92
0,item_003,Thingamajig D,buyer_t0_000,seller_t0_002,False,,rejected,3,42.51,19.51,0.0,0.0
0,item_000,Widget A,buyer_t0_002,seller_t0_004,True,38.95,accepted,9,49.54,36.86,10.589999999999996,2.0900000000000034
0,item_000,Widget A,buyer_t0_005,seller_t0_006,True,41.9,accepted,7,62.39,37.65,20.490000000000002,4.25
1,item_004,Gizmo E,buyer_t1_004,seller_t1_006,True,114.0,accepted,9,172.59,101.52,58.59,12.480000000000004
1,item_002,Doohickey C,buyer_t1_006,seller_t1_005,True,71.5,accepted,9,93.2,24.66,21.700000000000003,46.84
1,item_001,Gadget B,buyer_t1_003,seller_t1_007,True,44.15,accepted,9,63.08,21.86,18.93,22.29
1,item_000,Widget A,buyer_t1_000,seller_t1_003,False,,rejected,7,42.14,14.84,0.0,0.0
1,item_001,Gadget B,buyer_t1_005,seller_t1_001,True,42.99,accepted,6,42.99,23.25,0.0,19.740000000000002
1,item_001,Gadget B,buyer_t1_007,seller_t1_000,True,44.15,accepted,9,67.27,35.08,23.119999999999997,9.07
1,item_002,Doohickey C,buyer_t1_001,seller_t1_002,True,78.9,accepted,10,105.33,37.21,26.429999999999993,41.690000000000005
1,item_000,Widget A,buyer_t1_002,seller_t1_004,True,41.9,accepted,10,61.38,33.98,19.480000000000004,7.920000000000002
2,item_004,Gizmo E,buyer_t2_006,seller_t2_006,True,112.5,accepted,5,153.17,84.24,40.66999999999999,28.260000000000005
2,item_001,Gadget B,buyer_t2_002,seller_t2_005,False,,timeout,10,49.5,29.48,0.0,0.0
2,item_003,Thingamajig D,buyer_t2_005,seller_t2_007,True,48.35,accepted,9,53.43,18.42,5.079999999999998,29.93
2,item_002,Doohickey C,buyer_t2_003,seller_t2_002,False,,timeout,10,106.48,53.53,0.0,0.0
2,item_002,Doohickey C,buyer_t2_000,seller_t2_004,True,71.75,accepted,9,96.52,27.58,24.769999999999996,44.17
2,item_003,Thingamajig D,buyer_t2_007,seller_t2_000,True,48.5,accepted,5,48.84,16.18,0.3400000000000034,32.32
2,item_003,Thingamajig D,buyer_t2_004,seller_t2_001,True,42.9,accepted,10,65.41,35.44,22.509999999999998,7.460000000000001
2,item_000,Widget A,buyer_t2_001,seller_t2_003,True,39.9,accepted,9,64.25,35.08,24.35,4.82
3,item_001,Gadget B,buyer_t3_004,seller_t3_001,True,45.5,accepted,5,45.53,21.73,0.030000000000001137,23.77
3,item_004,Gizmo E,buyer_t3_002,seller_t3_004,True,111.25,accepted,10,153.48,76.55,42.22999999999999,34.7
3,item_004,Gizmo E,buyer_t3_001,seller_t3_002,True,102.0,accepted,10,158.98,68.53,56.97999999999999,33.47
3,item_002,Doohickey C,buyer_t3_000,seller_t3_005,True,59.95,accepted,6,102.83,59.66,42.879999999999995,0.29000000000000625
3,item_000,Widget A,buyer_t3_006,seller_t3_000,True,39.5,accepted,6,51.28,35.09,11.780000000000001,4.409999999999997
3,item_004,Gizmo E,buyer_t3_003,seller_t3_003,True,111.5,accepted,9,147.83,73.64,36.33000000000001,37.86
3,item_003,Thingamajig D,buyer_t3_005,seller_t3_006,True,45.45,accepted,6,45.45,19.33,0.0,26.120000000000005
3,item_004,Gizmo E,buyer_t3_007,seller_t3_007,False,,timeout,10,130.98,57.83,0.0,0.0
